DATA_LANCAMENTO_OBRA,TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,CPB_ROE,PUBLICO_TOTAL,RENDA_TOTAL,RAZAO_SOCIAL_DISTRIBUIDORA,REGISTRO_DISTRIBUIDORA,CNPJ_DISTRIBUIDORA
2022-02-24,FIREHEART,ANIMAÇÃO,CANADÁ,E2100534500000,215165.0,4041591.55,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2022-02-17,FORA DE CENA,FICÇÃO,BRASIL,B2100154900000,146.0,2334.7,KINOPUS AUDIOVISUAL LTDA - ME,4021.0,06.236.625/0001-33
2022-02-17,RIO DE VOZES,DOCUMENTÁRIO,BRASIL,B1900332300000,786.0,7301.02,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2022-02-17,A JAULA,FICÇÃO,BRASIL,B2100498100000,22967.0,394715.6,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2022-02-17,LICORICE PIZZA,FICÇÃO,ESTADOS UNIDOS,E2100524300000,56018.0,1223146.67,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2022-02-17,UNCHARTED,FICÇÃO,ESTADOS UNIDOS,E2100542400000,1488816.0,27300277.85,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2022-02-17,PRIMAVERA,FICÇÃO,BRASIL,B1700247000000,483.0,7247.21,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2022-02-10,THE EXORCISM OF GOD,FICÇÃO,ESTADOS UNIDOS,E2200016500000,394981.0,6896232.78,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2022-02-10,DÉLICIEUX,FICÇÃO,BÉLGICA,E2200022200000,2083.0,39777.0,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2022-02-10,DEATH ON THE NILE,FICÇÃO,ESTADOS UNIDOS,E2000343400000,310962.0,6921294.62,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2022-02-10,C'MON C'MON,FICÇÃO,ESTADOS UNIDOS,E2100407500000,12862.0,267117.29,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2022-02-10,THE WOMAN WHO RAN,FICÇÃO,CORÉIA DO SUL,E2100483100000,2240.0,33327.97,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2022-02-10,MARRY ME,FICÇÃO,ESTADOS UNIDOS,E2000411700000,58035.0,1077117.79,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2022-02-03,MADRES PARALELAS,FICÇÃO,ESPANHA,E2200016400000,26164.0,502696.65,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2022-02-03,MOONFALL,FICÇÃO,CANADÁ,E2100554100000,482381.0,8639091.99,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2022-02-03,TÔ RYCA! 2,FICÇÃO,BRASIL,B2200003500000,522782.0,8598477.11,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2022-02-03,GULLIVER RETURNS,ANIMAÇÃO,UCRÂNIA,E2100201500000,35655.0,600272.37,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2022-01-27,FORTALEZA HOTEL,FICÇÃO,BRASIL,B2100105600000,1321.0,12295.14,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2022-01-27,"LUNANA, A YAK IN THECLASSROOM",FICÇÃO,BUTÃO,E2200013400000,20278.0,338836.84,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2022-01-27,"SUMMER OF SOUL (...OR, WHEN THE REVOLUTION COULD NOT BE TELEVISED)",DOCUMENTÁRIO,ESTADOS UNIDOS,E2100468400000,6100.0,86657.81,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2022-01-27,NIGHTMARE ALLEY,FICÇÃO,ESTADOS UNIDOS,E2100518400000,83746.0,1927890.8,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2022-01-27,PASSAGEM SECRETA,FICÇÃO,BRASIL,B2000100300000,58.0,1241.16,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2022-01-27,BELLE: THE DRAGON AND THE FRECKLED PRINCESS,ANIMAÇÃO,JAPÃO,E2100523100000,5031.0,92809.89,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2022-01-27,EM BUSCA DO U-513,DOCUMENTÁRIO,BRASIL,B2000065400000,14.0,268.78,SCHÜRMANN PRODUÇÕES CINEMATOGRÁFICAS LTDA,7132.0,00.132.102/0001-60
2022-01-27,SPENCER,FICÇÃO,ALEMANHA,E2100412100000,108904.0,2573729.06,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2022-01-20,I NEVER CRY,FICÇÃO,IRLANDA,E2100468300000,2370.0,39180.33,ARTEPLEX DISTRIBUIDORA LTDA,41991.0,31.694.954/0001-75
2022-01-20,THE 355,FICÇÃO,CHINA,E2100409400000,70567.0,1289172.3,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2022-01-13,SCREAM,FICÇÃO,ESTADOS UNIDOS,E2100516900000,913362.0,15854700.1,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2022-01-13,BENEDETTA,FICÇÃO,FRANÇA,E2100515700000,16884.0,298082.72,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2022-01-13,JUNTOS E ENROLADOS,FICÇÃO,BRASIL,B2100532300000,250131.0,4308595.98,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2022-01-06,THE KING'S MAN,FICÇÃO,ESTADOS UNIDOS,E2000326000000,196058.0,3932655.75,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2022-01-06,MY HERO ACADEMIA: WORLD HEROES' MISSION,ANIMAÇÃO,JAPÃO,E2100529300000,29932.0,555226.68,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2022-01-06,SING 2,ANIMAÇÃO,ESTADOS UNIDOS,E2100492600000,1616947.0,26638853.31,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2022-01-06,RIFKIN´S FESTIVAL,FICÇÃO,ESPANHA,E2100287700000,28260.0,683094.48,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2022-01-06,WHEEL OF FORTUNE AND FANTASY,FICÇÃO,JAPÃO,E2100519100000,5589.0,90877.68,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2022-01-01,"PIXINGUINHA, UM HOMEM CARINHOSO",FICÇÃO,BRASIL,B1900508000000,5995.0,111465.87,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2022-01-01,EDUARDO E MÔNICA,FICÇÃO,BRASIL,B2000096200000,406064.0,7601477.22,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2021-12-30,TURMA DA MÔNICA: LIÇÕES,FICÇÃO,BRASIL,B2100496300000,822617.0,13522854.08,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-12-23,SILENT NIGHT,FICÇÃO,INGLATERRA,E2100492500000,932.0,18168.86,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-12-23,UNDINE,FICÇÃO,ALEMANHA,E2100494100000,2496.0,38122.66,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-12-23,CORA,FICÇÃO,BRASIL,B1900148000000,61.0,1085.0,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-12-23,ANNETTE,FICÇÃO,ESTADOS UNIDOS,E2100486300000,1155.0,21720.11,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-12-23,I'M YOUR MAN,FICÇÃO,ALEMANHA,E2100486900000,3402.0,67179.73,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2021-12-22,THE MATRIX RESURRECTIONS,FICÇÃO,ESTADOS UNIDOS,E2100503500000,1043019.0,19616169.3,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-12-16,TWO OF US,FICÇÃO,FRANÇA,E2100486000000,2026.0,32191.98,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-12-16,FUTUR DREI,FICÇÃO,ALEMANHA,E2100420300000,155.0,2839.91,OLHAR DISTRIBUICAO DE FILMES LTDA,37242.0,28.083.221/0001-90
2021-12-16,AZOR,FICÇÃO,ARGENTINA,E2100412500000,2076.0,31789.28,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2021-12-16,AMOR FATI,DOCUMENTÁRIO,FRANÇA,E2100506200000,22.0,277.01,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,19243.0,39.079.678/0001-47
2021-12-09,WHEN MOM IS AWAY… WITH THE FAMILY /10 GIORNI CON BABBO NATALE,FICÇÃO,ITÁLIA,E2100476300000,70.0,1242.36,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2021-12-09,COCOON,FICÇÃO,ALEMANHA,E2100420200000,320.0,4688.91,OLHAR DISTRIBUICAO DE FILMES LTDA,37242.0,28.083.221/0001-90
2021-12-09,NINE DAYS,FICÇÃO,ESTADOS UNIDOS,E2100497700000,1452.0,29675.85,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2021-12-09,YALDA A NIGHT FOR FORGIVENESS,FICÇÃO,ALEMANHA,E2100449100000,1337.0,22079.45,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-12-09,YAGA. KOSHMAR TYOMNOGO LESA,FICÇÃO,RÚSSIA,E2100430900000,26602.0,424980.92,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2021-12-09,WEST SIDE STORY,FICÇÃO,ESTADOS UNIDOS,E2100515600000,34383.0,715985.4,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-12-09,THE ICE ROAD,FICÇÃO,ESTADOS UNIDOS,E2100275800000,88078.0,1463277.51,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2021-12-09,DON’T LOOK UP,FICÇÃO,ESTADOS UNIDOS,E2100491900000,5899.0,107867.81,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-12-09,MONSTER FAMILY 2,ANIMAÇÃO,ALEMANHA,E2100424300000,19933.0,323049.35,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-12-09,MADALENA,FICÇÃO,BRASIL,B2100218200000,292.0,2293.56,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2021-12-09,HERMANOTEU NA TERRA DE GODAH,FICÇÃO,BRASIL,B2100497800000,8.0,173.16,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-12-02,FALLING,FICÇÃO,CANADÁ,E2100490100000,369.0,7419.15,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2021-12-02,QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU?,FICÇÃO,FRANÇA,E2000199300000,701.0,11829.55,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2021-12-02,CLIFFORD THE BIG RED DOG,FICÇÃO,CANADÁ,E2100448400000,191419.0,3048298.13,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2021-12-02,KING RICHARD,FICÇÃO,ESTADOS UNIDOS,E2100465400000,56232.0,1294932.04,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-12-02,LARA,FICÇÃO,ALEMANHA,E2100475700000,1140.0,19115.8,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-12-02,NHEENGATU,DOCUMENTÁRIO,BRASIL,B2000319500000,38.0,554.0,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-12-02,THE COMEBACK TRAIL,FICÇÃO,ESTADOS UNIDOS,E2100474400000,10465.0,190502.98,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-12-02,WILD - REDE SELVAGEM,DOCUMENTÁRIO,BRASIL,B2000059800000,16.0,276.32,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,19243.0,39.079.678/0001-47
2021-12-02,RESIDENT EVIL: WELCOME TO RACCOON CITY,FICÇÃO,ESTADOS UNIDOS,E2100453100000,283587.0,4601321.2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2021-12-02,SHOW ME THE FATHER,DOCUMENTÁRIO,ESTADOS UNIDOS,E2100432600000,14093.0,212192.19,360 ENTRETENIMENTO E DISTRIBUICAO DE FILMES LTDA ­ ME,31182.0,22.208.152/0001-17
2021-12-02,SELVAGEM,FICÇÃO,BRASIL,B2000097600000,1076.0,5360.04,PIETÀ FILMES E PRODUÇÕES LTDA EPP,20926.0,14.341.183/0001-13
2021-12-02,THE HAND OF GOD,FICÇÃO,ITÁLIA,E2100476500000,1944.0,31520.06,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-11-25,MEU QUERIDO SUPERMERCADO,DOCUMENTÁRIO,BRASIL,B2000227100000,22.0,433.0,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2021-11-25,CRAVOS,DOCUMENTÁRIO,BRASIL,B1900005600000,66.0,920.28,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2021-11-25,A SOGRA PERFEITA,FICÇÃO,BRASIL,B2000484000000,66466.0,841066.57,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-11-25,HOUSE OF GUCCI,FICÇÃO,ESTADOS UNIDOS,E2100465100000,444590.0,9688895.47,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-11-25,DESERTO PARTICULAR,FICÇÃO,BRASIL,B2100408300000,9141.0,145378.13,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-11-25,MADRE,FICÇÃO,ESPANHA,E2100461000000,546.0,7687.61,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-11-25,THE UNFORGIVABLE,FICÇÃO,ALEMANHA,E2100476700000,1607.0,29146.39,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2021-11-25,O NOVELO,FICÇÃO,BRASIL,B2000484500000,282.0,2803.0,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-11-25,ENCANTO,ANIMAÇÃO,ESTADOS UNIDOS,E2100480200000,1372764.0,21000944.98,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-11-18,HOPE GAP,FICÇÃO,REINO UNIDO,E1900268300000,616.0,13020.63,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2021-11-18,GALERIA FUTURO,FICÇÃO,BRASIL,B2100363400000,554.0,7487.93,H2O DISTRIBUIDORA DE FILMES LTDA,21541.0,15.372.472/0001-42
2021-11-18,NINA,FICÇÃO,BRASIL,B2100452100000,86.0,1617.21,CANNES PRODUÇÕES S/A,2250.0,72.672.017/0001-04
2021-11-18,NOITE DE FOGO,FICÇÃO,ALEMANHA,B2100427500000,948.0,7324.75,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2021-11-18,GHOSTBUSTERS: AFTERLIFE,FICÇÃO,CANADÁ,E2100408600000,503233.0,7773856.63,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2021-11-18,THE FRENCH DISPATCH,FICÇÃO,ESTADOS UNIDOS,E2100432700000,30750.0,698898.97,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-11-18,CHERNOBYL: ABYSS,FICÇÃO,RÚSSIA,E2100461100000,14910.0,251841.02,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-11-18,THE POWER OF THE DOG,FICÇÃO,ESTADOS UNIDOS,E2100476600000,2376.0,35332.88,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-11-18,LAST NIGHT IN SOHO,FICÇÃO,ESTADOS UNIDOS,E2100412300000,47133.0,771404.52,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-11-11,GOD'S NOT DEAD: WE THE PEOPLE,FICÇÃO,ESTADOS UNIDOS,E2100436900000,89035.0,1338883.43,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2021-11-11,BOB CUSPE - NÓS NÃO GOSTAMOS DE GENTE,ANIMAÇÃO,BRASIL,B2100017700000,1565.0,25929.49,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2021-11-11,"LUTAR, LUTAR, LUTAR",DOCUMENTÁRIO,BRASIL,B2100424200000,9586.0,190935.83,EMBAUBA FILMES LTDA,23638.0,15.144.532/0001-70
2021-11-11,DEAR EVAN HANSEN,FICÇÃO,ESTADOS UNIDOS,E2100412200000,11692.0,265086.98,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-11-11,THE PROTEGE,FICÇÃO,ESTADOS UNIDOS,E2100371700000,41221.0,727869.91,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2021-11-11,HONEY CIGAR,FICÇÃO,FRANÇA,E2100423900000,1983.0,33056.25,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-11-11,"TICK, TICK...BOOM!",FICÇÃO,ESTADOS UNIDOS,E2100451600000,374.0,7716.6,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-11-11,CURRAL,FICÇÃO,BRASIL,B2100324700000,926.0,14509.62,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-11-04,AMIGO ARRIGO,DOCUMENTÁRIO,BRASIL,B2000163700000,21.0,144.0,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2021-11-04,ETERNALS,FICÇÃO,ESTADOS UNIDOS,E2100371000000,4155043.0,71212502.44,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-11-04,MARIGHELLA,FICÇÃO,BRASIL,B2000006700000,327976.0,6215045.45,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-11-04,7 PRISIONEIROS,FICÇÃO,BRASIL,B2100436200000,729.0,12620.21,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-11-04,RED NOTICE,FICÇÃO,ESTADOS UNIDOS,E2100448800000,27629.0,424853.35,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2021-11-04,HERE WE ARE,FICÇÃO,ISRAEL,E2100390600000,793.0,14246.09,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-10-28,THE ADDAMS FAMILY 2,ANIMAÇÃO,ESTADOS UNIDOS,E2100404800000,703649.0,11318872.41,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-10-28,ANTLERS,FICÇÃO,CANADÁ,E2000099100000,95093.0,1532063.47,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-10-28,FAMILY ROMANCE,FICÇÃO,ESTADOS UNIDOS,E2100404700000,4818.0,85857.7,ARTEPLEX DISTRIBUIDORA LTDA,41991.0,31.694.954/0001-75
2021-10-28,OS CAMINHOS DO MEU PAI,FICÇÃO,BRASIL,B2100242000000,217.0,3068.23,IVAN CARLOS DE MELO PRODUÇÕES CULTURAIS,38413.0,08.874.674/0001-27
2021-10-28,LES TRADUCTEURS,FICÇÃO,FRANÇA,E2000497300000,5353.0,125865.9,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2021-10-28,JÚPITER,FICÇÃO,BRASIL,B2000047900000,15.0,50.4,ENCRIPTA S/A,22364.0,15.182.829/0001-20
2021-10-28,LAMAÇAL,FICÇÃO,ARGENTINA,B2100075500000,89.0,1288.1,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2021-10-28,THE COURIER,FICÇÃO,INGLATERRA,E2000489400000,7619.0,145016.07,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2021-10-28,CURUPIRA O DEMÔNIO DA FLORESTA,FICÇÃO,BRASIL,B2100367400000,705.0,10335.67,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-10-28,THE NEST (IL NIDO),FICÇÃO,ITÁLIA,E2100422000000,108.0,2169.85,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2021-10-28,MADE IN ITALY,FICÇÃO,ITÁLIA,E2100227600000,9342.0,207436.53,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2021-10-21,CABEÇA DE NÊGO,FICÇÃO,BRASIL,B2000386800000,2203.0,26849.5,CORTE SECO FILMES LTDA,12897.0,04.761.874/0001-12
2021-10-21,RON'S GONE WRONG,ANIMAÇÃO,ESTADOS UNIDOS,E2100371300000,240472.0,3870189.07,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-10-21,SANCTORUM,FICÇÃO,MÉXICO,E2100337900000,135.0,2114.82,ZETA FILMES LTDA,22936.0,02.469.679/0001-98
2021-10-21,DUNE,FICÇÃO,CANADÁ,E2100356100000,843407.0,16662840.87,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-10-14,SOUS LES ÉTOILES DE PARIS,FICÇÃO,FRANÇA,E2100318300000,2196.0,42041.85,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2021-10-14,TAIS & TAIANE,FICÇÃO,BRASIL,B1800567100000,54.0,808.86,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-10-14,FÁTIMA,FICÇÃO,ESTADOS UNIDOS,E2000141500000,63876.0,1018139.39,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2021-10-14,AMARRAÇÃO DO AMOR,FICÇÃO,BRASIL,B2000454300000,25802.0,429867.98,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-10-14,THE LAST DUEL,FICÇÃO,ESTADOS UNIDOS,E2100371500000,59342.0,1257169.02,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-10-14,HALLOWEEN KILLS,FICÇÃO,ESTADOS UNIDOS,E2100386500000,419105.0,6457388.83,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-10-07,FEVER DREAM,FICÇÃO,CHILE,E2100405000000,197.0,3275.69,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2021-10-07,THE MAN WHO SOLD HIS SKIN,FICÇÃO,TUNÍSIA,E2100324900000,6181.0,121464.24,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-10-07,A PRINCESA DA YAKUZA,FICÇÃO,BRASIL,B2100271200000,108.0,2504.0,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-10-07,VENOM: LET THERE BE CARNAGE,FICÇÃO,ESTADOS UNIDOS,E2100322300000,4100228.0,67205235.82,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2021-09-30,ROE V. WADE,FICÇÃO,ESTADOS UNIDOS,E2100318100000,145.0,2598.82,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2021-09-30,NO TIME TO DIE,FICÇÃO,ESTADOS UNIDOS,E1900438800000,1091342.0,22887509.35,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2021-09-30,AINBO - THE SPIRIT OF THE AMAZON,ANIMAÇÃO,PERU,E2000550900000,152322.0,2376029.04,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2021-09-30,ADN,FICÇÃO,ARGÉLIA,E2000480200000,2131.0,29486.68,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2021-09-30,O JARDIM SECRETO DE MARIANA,FICÇÃO,BRASIL,B2100347700000,818.0,16310.47,H2O DISTRIBUIDORA DE FILMES LTDA,21541.0,15.372.472/0001-42
2021-09-30,ZIMBA,DOCUMENTÁRIO,BRASIL,B2000042900000,57.0,1037.03,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,19243.0,39.079.678/0001-47
2021-09-25,RELATIVITY,FICÇÃO,ALEMANHA,E2100055900000,5728.0,93761.5,ARTEPLEX DISTRIBUIDORA LTDA,41991.0,31.694.954/0001-75
2021-09-23,THE NIGHT HOUSE,FICÇÃO,INGLATERRA,E2100318500000,133181.0,2151307.21,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2021-09-23,MAYA THE BEE 3: THE GOLDEN ORB,ANIMAÇÃO,ALEMANHA,E2100322800000,24921.0,392449.4,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2021-09-23,ARAÑA,FICÇÃO,CHILE,B2100294600000,1422.0,26411.46,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2021-09-23,VOCÊ NÃO É UM SOLDADO,DOCUMENTÁRIO,BRASIL,B2100281200000,57.0,845.32,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2021-09-23,CODA,FICÇÃO,ESTADOS UNIDOS,E2100262900000,38381.0,791346.32,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
