DATA_LANCAMENTO_OBRA,TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,CPB_ROE,PUBLICO_TOTAL,RENDA_TOTAL,RAZAO_SOCIAL_DISTRIBUIDORA,REGISTRO_DISTRIBUIDORA,CNPJ_DISTRIBUIDORA
2024-07-18,A MÚSICA NATUREZA DE LÉA FREIRE,DOCUMENTÁRIO,BRASIL,B2200453400000,100.0,750.0,KOMPANHIA TEATRO MULTIMÍDIA DE SÃO PAULO,57643.0,60.740.149/0001-39
2024-07-18,LO QUE QUEDA EN EL CAMINO,DOCUMENTÁRIO,ALEMANHA,B2200307000000,107.0,2131.83,LIRA FILMES PRODUÇÕES LTDA ME,28406.0,21.054.261/0001-64
2024-07-18,ZHONG QUAN BA GONG,FICÇÃO,CHINA,E2400256900000,12873.0,264399.08,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-07-18,LA ESTRATÉGIA DEL MERO,FICÇÃO,BRASIL,B2300315200000,469.0,8032.34,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,19243.0,39.079.678/0001-47
2024-07-04,A FLOR DO BURITI,FICÇÃO,PORTUGAL,B2300570500000,56.0,807.95,EMBAUBA FILMES LTDA,23638.0,15.144.532/0001-70
2024-07-04,"ORLANDO, MA BIOGRAPHIE POLITIQUE",DOCUMENTÁRIO,FRANÇA,E2400084300000,251.0,3937.42,CINECLUBE PAU BRASIL,2685.0,29.171.311/0001-03
2024-07-04,LATE NIGHT WITH THE DEVIL,FICÇÃO,AUSTRÁLIA,E2400176800000,88841.0,1752001.09,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-06-27,THE FEELING THAT THE TIME FOR DOING SOMETHING HAS PASSED,FICÇÃO,ESTADOS UNIDOS,E2400222500000,211.0,3189.8,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,277.0,02.185.369/0001-41
2024-06-27,THE GREAT ESCAPER,FICÇÃO,FRANÇA,E2400091800000,16463.0,396290.19,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-06-27,A QUIET PLACE: DAY ONE,FICÇÃO,ESTADOS UNIDOS,E2400134100000,420932.0,9085979.13,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2024-06-27,SALAMANDRA,FICÇÃO,BÉLGICA,B2300469100000,260.0,4114.55,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-06-27,TÔ DE GRAÇA - O FILME,FICÇÃO,BRASIL,B2400057900000,181510.0,3207261.23,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-06-20,CINDERELLA'S CURSE,FICÇÃO,REINO UNIDO,E2400214500000,2545.0,43259.77,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2024-06-20,THE BIKERIDERS,FICÇÃO,ESTADOS UNIDOS,E2400070700000,26728.0,660042.58,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-06-20,GHOST: RITE HERE RITE NOW,VÍDEOMUSICAL,ESTADOS UNIDOS,E2400185600000,11481.0,313015.08,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64
2024-06-20,BANDIDA,FICÇÃO,BRASIL,B2400093000000,24239.0,493614.38,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-06-20,INSIDE OUT 2,ANIMAÇÃO,ESTADOS UNIDOS,E2400179900000,10673358.0,216833152.0,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2024-06-20,TUDO O QUE VOCÊ PODIA SER,DOCUMENTÁRIO,BRASIL,B2300139700000,1456.0,14556.7,KOMPANHIA TEATRO MULTIMÍDIA DE SÃO PAULO,57643.0,60.740.149/0001-39
2024-06-13,ORDINARY ANGELS,FICÇÃO,ESTADOS UNIDOS,E2400143100000,31215.0,605051.29,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-06-13,AVASSALADORAS 2.0,FICÇÃO,BRASIL,B2400119900000,10943.0,175499.16,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2024-06-13,13 SENTIMENTOS,FICÇÃO,BRASIL,B2400158500000,5162.0,88550.96,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2024-06-13,O ANEL DE EVA,FICÇÃO,BRASIL,B2200497100000,658.0,8660.57,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2024-06-13,LE RAVISSEMENT,FICÇÃO,FRANÇA,E2400176700000,1174.0,24655.07,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-06-13,AMELIA´S CHILDREN,FICÇÃO,PORTUGAL,E2400023000000,74639.0,1281058.98,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2024-06-13,PORTO PRÍNCIPE,FICÇÃO,BRASIL,B2200266500000,183.0,4254.16,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2024-06-13,A ESTAÇÃO,FICÇÃO,BRASIL,B2300257900000,478.0,7830.38,VACA AMARELA FILMES EIRELI,17148.0,10.407.637/0001-50
2024-06-13,L´ORDINE DEL TEMPO,FICÇÃO,ITÁLIA,E2400178000000,3861.0,70821.5,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-06-12,HIT MAN,FICÇÃO,ESTADOS UNIDOS,E2400091500000,117290.0,2231612.0,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-06-12,NAUGHTY,FICÇÃO,RÚSSIA,E2400119200000,366.0,5970.0,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,443.0,00.943.231/0001-39
2024-06-06,"BONNARD, PIERRE ET MARTHE",FICÇÃO,BÉLGICA,E2400172900000,5072.0,104386.65,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2024-06-06,NINE 1/2 WEEKS,FICÇÃO,ESTADOS UNIDOS,E2400131600000,1274.0,23110.65,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2024-06-06,GRANDE SERTÃO,FICÇÃO,BRASIL,B2400132900000,39879.0,721866.24,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-06-06,POOLMAN,FICÇÃO,ESTADOS UNIDOS,E2400124200000,2552.0,55768.71,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-06-06,BAD BOYS: RIDE OR DIE,FICÇÃO,ESTADOS UNIDOS,E2400091300000,1847720.0,33430768.27,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-06-06,THE WATCHERS,FICÇÃO,ESTADOS UNIDOS,E2400161200000,185923.0,3155754.99,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-05-30,A FESTA DE LÉO,FICÇÃO,BRASIL,B2300440300000,1351.0,20426.68,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,19243.0,39.079.678/0001-47
2024-05-30,TODA NOITE ESTAREI LÁ,DOCUMENTÁRIO,BRASIL,B2300007600000,684.0,6201.2,DESCOLONIZA FILMES E PRODUCOES ARTISTICAS EIRELI,43301.0,33.427.044/0001-51
2024-05-30,IMMACULATE,FICÇÃO,ESTADOS UNIDOS,E2400058200000,476657.0,8045505.71,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-05-30,MASTER GARDENER,FICÇÃO,ESTADOS UNIDOS,E2400178100000,6221.0,120876.3,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-05-30,AYEH HAYE ZAMINI,FICÇÃO,IRÃ,E2400148800000,4928.0,102525.68,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-05-30,THE GOOD MOTHER,FICÇÃO,ESTADOS UNIDOS,E2400031600000,315.0,6756.57,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2024-05-30,THE CHOSEN,FICÇÃO,ESTADOS UNIDOS,E2400176000000,948296.0,18685078.47,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-05-30,TELAS,DOCUMENTÁRIO,BRASIL,B2300212800000,26.0,514.52,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2024-05-30,A METADE DE NÓS,FICÇÃO,BRASIL,B2200246300000,926.0,13846.75,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-05-30,THE STRANGERS: CHAPTER 1,FICÇÃO,ESTADOS UNIDOS,E2400123500000,169486.0,2925990.85,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-05-30,MEU SANGUE FERVE POR VOCÊ,FICÇÃO,BRASIL,B2400077000000,22156.0,394716.83,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2024-05-30,HAIKYU!! THE DUMPSTER BATTLE,ANIMAÇÃO,JAPÃO,E2400160000000,113727.0,2124620.63,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-05-30,A FILHA DO PALHAÇO,FICÇÃO,BRASIL,B2300468500000,1191.0,13766.44,EMBAUBA FILMES LTDA,23638.0,15.144.532/0001-70
2024-05-30,PATERNO,FICÇÃO,BRASIL,B2100339300000,47.0,517.5,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,22808.0,05.249.852/0001-30
2024-05-23,"DE REPENTE, MISS!",FICÇÃO,BRASIL,B2300374700000,15481.0,273047.89,ELO AUDIOVISUAL SERVIÇOS LTDA,5672.0,07.700.630/0001-18
2024-05-23,DE VOCÊ FIZ MEU SAMBA,DOCUMENTÁRIO,BRASIL,B2300376600000,91.0,910.0,VEREDA FILMES LTDA,12958.0,08.741.983/0001-29
2024-05-23,"ARMAGEDDON - OS CARROS MAIS RÁPIDOS DO BRASIL, EDIÇÃO 9",DOCUMENTÁRIO,BRASIL,B2400133900000,1226.0,22586.02,RUSCHEL STUDIOS CINEMATOGRAFICOS LTDA,6488.0,07.271.440/0001-22
2024-05-23,A ALEGRIA É A PROVA DOS NOVE,FICÇÃO,BRASIL,B2300037800000,389.0,5510.32,MERCURIO PRODUCOES LTDA,1436.0,04.760.800/0001-61
2024-05-23,FURIOSA: A MAD MAX SAGA,FICÇÃO,ESTADOS UNIDOS,E2400121400000,1002222.0,19995277.01,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-05-23,MONKEY MAN,FICÇÃO,CANADÁ,E2400091700000,30851.0,605916.57,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-05-23,SKAZKA,FICÇÃO,RÚSSIA,E2400167000000,2401.0,42322.67,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-05-23,SOMETIMES I THINK ABOUT DYING,FICÇÃO,ESTADOS UNIDOS,E2400127300000,3275.0,59486.6,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,277.0,02.185.369/0001-41
2024-05-23,THE SHIFT,FICÇÃO,ESTADOS UNIDOS,E2400164500000,6836.0,125265.6,CINEMARK BRASIL S.A,1843.0,00.779.721/0001-41
2024-05-23,MORANDO COM O CRUSH,FICÇÃO,BRASIL,B2400144500000,19405.0,365573.02,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-05-23,OSPINA CALI COLÔMBIA,DOCUMENTÁRIO,PORTUGAL,E2400112100000,22.0,374.4,TREZE DE MAIO DISTRIBUIDORA E PRODUTORA LTDA,52561.0,40.379.968/0001-95
2024-05-23,MUNDO NOVO,FICÇÃO,BRASIL,B2200454600000,180.0,3030.46,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2024-05-16,IF,FICÇÃO,ESTADOS UNIDOS,E2400134300000,939024.0,17104484.6,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,169.0,27.654.722/0001-16
2024-05-16,L'ÉTOILE FILANTE,FICÇÃO,BÉLGICA,E2400129700000,1666.0,29195.53,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-05-16,O ULTIMO EPISÓDIO,FICÇÃO,BRASIL,B2300130000000,280.0,700.0,EMBAUBA FILMES LTDA,23638.0,15.144.532/0001-70
2024-05-16,"MALLANDRO, O ERRADO QUE DEU CERTO",FICÇÃO,BRASIL,B2400012200000,15622.0,270117.19,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,4904.0,07.616.202/0001-01
2024-05-16,"HORA DA ESTRELA, A",FICÇÃO,BRASIL,B0300040500000,17759.0,174218.77,VITRINE FILMES LTDA,16713.0,11.620.976/0001-83
2024-05-16,BACK TO BLACK,FICÇÃO,ESTADOS UNIDOS,E2400053900000,107521.0,2806293.98,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-05-16,TAROT,FICÇÃO,ESTADOS UNIDOS,E2400072900000,230943.0,4342677.34,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-05-16,BEAUTIFUL WEDDING,FICÇÃO,ESTADOS UNIDOS,E2300575500000,30649.0,589606.43,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-05-15,TIL ALL ARE ONE: TRANSFORMERS 40TH ANNIVERSARY EVENT,ANIMAÇÃO,ESTADOS UNIDOS,E2400145800000,344.0,6484.08,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64
2024-05-09,VERMELHO MONET,FICÇÃO,BRASIL,B2300276400000,3092.0,48071.92,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-05-09,FORAM OS SUSSURROS QUE ME MATARAM,FICÇÃO,BRASIL,B2300288600000,273.0,2717.6,OLHAR DISTRIBUICAO DE FILMES LTDA,37242.0,28.083.221/0001-90
2024-05-09,DIÁLOGOS COM RUTH DE SOUZA,DOCUMENTÁRIO,BRASIL,B2100449500000,507.0,6203.67,PRETA PORTÊ FILMES E PRODUÇÕES CULTURAIS LTDA,16197.0,11.265.176/0001-91
2024-05-09,KINGDOM OF THE PLANET OF THE APES,FICÇÃO,ESTADOS UNIDOS,E2400098400000,2922104.0,56995073.33,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2024-05-02,SLEEPING DOGS,FICÇÃO,AUSTRÁLIA,E2400049300000,45564.0,1075178.87,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2024-05-02,THE FALL GUY,FICÇÃO,ESTADOS UNIDOS,E2300468100000,355759.0,7407627.22,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-05-02,TRANSE,FICÇÃO,BRASIL,B2400145900000,1403.0,21109.38,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,22808.0,05.249.852/0001-30
2024-05-02,VERISSIMO,DOCUMENTÁRIO,BRASIL,B2300097900000,2449.0,41120.62,BOULEVARD FILMES LTDA,17484.0,12.126.484/0001-07
2024-05-02,HERE,FICÇÃO,BÉLGICA,E2300387200000,1485.0,18555.04,ZETA FILMES LTDA,22936.0,02.469.679/0001-98
2024-05-02,FÉRIAS TROCADAS,FICÇÃO,BRASIL,B2300278000000,122730.0,2320309.79,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-05-02,GUADALUPE - MADRE DELA HUMANIDAD,RELIGIOSA,ESPANHA,E2400036800000,31007.0,512742.02,AM DE MORAIS PRODUCOES E EVENTOS,51361.0,13.489.036/0001-22
2024-05-02,LOVE LIES BLEEDING,FICÇÃO,ESTADOS UNIDOS,E2400106900000,23535.0,402755.95,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,277.0,02.185.369/0001-41
2024-05-02,UNE BELLE COURSE,FICÇÃO,BÉLGICA,E2400100800000,10552.0,230679.97,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2024-05-01,GARFIELD,FICÇÃO,ESTADOS UNIDOS,E2300503600000,1837618.0,35442563.27,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-04-25,WINNIE-THE-POOH: BLOOD AND HONEY 2,FICÇÃO,REINO UNIDO,E2400104900000,43287.0,822339.09,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2024-04-25,AUMENTA QUE É ROCK'N'ROLL,FICÇÃO,BRASIL,B2400018000000,27191.0,568333.67,H2O DISTRIBUIDORA DE FILMES LTDA,21541.0,15.372.472/0001-42
2024-04-25,CLUB ZERO,FICÇÃO,ALEMANHA,E2400091400000,1611.0,26999.79,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-04-25,VIDRO FUMÊ,FICÇÃO,BRASIL,B1900434900000,13.0,250.26,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",17810.0,12.452.477/0001-97
2024-04-25,DORIVAL CAYMMI – UM HOMEM DE AFETOS,DOCUMENTÁRIO,BRASIL,B2000459900000,8148.0,112781.62,DESCOLONIZA FILMES E PRODUCOES ARTISTICAS EIRELI,43301.0,33.427.044/0001-51
2024-04-25,BOY KILLS WORLD,FICÇÃO,ESTADOS UNIDOS,E2400104400000,16468.0,331217.79,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-04-25,SIMPLE COMME SYLVAIN,FICÇÃO,CANADÁ,E2400114800000,2996.0,56802.49,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-04-25,CHALLENGERS,FICÇÃO,ESTADOS UNIDOS,E2400062000000,185851.0,4352449.79,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-04-25,SPY X FAMILY CODE: WHITE,ANIMAÇÃO,JAPÃO,E2400015400000,78994.0,1584617.69,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-04-25,PLAN 75,FICÇÃO,JAPÃO,E2400068200000,1620.0,33297.94,SA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA,45604.0,33.356.343/0001-42
2024-04-24,AESPA: WORLD TOUR IN CINEMAS,VÍDEOMUSICAL,CORÉIA DO SUL,E2400072400000,4160.0,98779.36,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64
2024-04-18,VIDENTE POR ACIDENTE,FICÇÃO,BRASIL,B2400009100000,14232.0,272518.06,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2024-04-18,ABIGAIL,FICÇÃO,ESTADOS UNIDOS,E2400041200000,117967.0,2239308.33,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-04-18,JORGE DA CAPADÓCIA,FICÇÃO,BRASIL,B2300067300000,39827.0,825187.13,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-04-18,ZIELONA GRANICA,FICÇÃO,ALEMANHA,E2400099200000,362.0,6197.37,A2 DISTRIBUIDORA DE FILMES LTDA EPP,34811.0,18.338.912/0001-33
2024-04-18,ET LA FÊTE CONTINUE!,FICÇÃO,FRANÇA,E2400102200000,3302.0,59834.08,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-04-18,SILVER HAZE,FICÇÃO,HOLANDA,E2300345200000,209.0,4287.03,BITELLI FILMS LTDA,52026.0,47.721.628/0001-40
2024-04-18,UM TIRO NO ESCURO,DOCUMENTÁRIO,BRASIL,B2300243500000,83.0,830.0,VEREDA INTERNACIONAL AUDIOVISUAL LTDA,20529.0,09.112.697/0001-67
2024-04-18,SEM CORAÇÃO,FICÇÃO,ITÁLIA,B2400126700000,5844.0,54815.49,KOMPANHIA TEATRO MULTIMÍDIA DE SÃO PAULO,57643.0,60.740.149/0001-39
2024-04-18,JOSÉ APARECIDO DE OLIVEIRA - O MAIOR MINEIRO DO MUNDO,DOCUMENTÁRIO,BRASIL,B1900477300000,51.0,925.0,TREZE DE MAIO DISTRIBUIDORA E PRODUTORA LTDA,52561.0,40.379.968/0001-95
2024-04-18,CIVIL WAR,FICÇÃO,ESTADOS UNIDOS,E2400066500000,950626.0,21936548.39,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-04-16,PEARL JAM - DARK MATTER - GLOBAL THEATRICAL EXPERIENCE - ONE NIGHT ONLY,VÍDEOMUSICAL,INGLATERRA,E2400118000000,1864.0,61576.92,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64
2024-04-11,AFTER DEATH,DOCUMENTÁRIO,ESTADOS UNIDOS,E2300571000000,2627.0,59934.18,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,277.0,02.185.369/0001-41
2024-04-11,THE POT AU FEU,FICÇÃO,FRANÇA,E2300529700000,41883.0,1016413.99,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-04-11,20.000 ESPECIES DE ABEJAS,FICÇÃO,ESPANHA,E2400089600000,3160.0,49043.77,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-04-11,GHOSTBUSTERS: FROZEN EMPIRE,FICÇÃO,ESTADOS UNIDOS,E2300504800000,484672.0,9816317.57,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,84.0,00.979.601/0001-98
2024-04-11,AS LINHAS DA MINHA MÃO,DOCUMENTÁRIO,BRASIL,B2300145400000,1320.0,14649.48,EMBAUBA FILMES LTDA,23638.0,15.144.532/0001-70
2024-04-11,A PAIXÃO SEGUNDO G.H,FICÇÃO,BRASIL,B2000312200000,23104.0,410456.35,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-04-11,10 LIVES,ANIMAÇÃO,REINO UNIDO,E2400096400000,53231.0,1139359.31,SM DISTRIBUIDORA DE FILMES LTDA,11922.0,08.257.054/0001-49
2024-04-11,A SERENA ONDA QUE O MAR ME TROUXE,DOCUMENTÁRIO,BRASIL,B2300243400000,220.0,2038.0,INTERAGIR CULTURAL PRODUCOES CINEMATOGRAFICAS LTDA,39351.0,29.942.476/0001-23
2024-04-11,MAKING OF,FICÇÃO,FRANÇA,E2400102300000,330.0,5011.87,BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA,14462.0,10.383.039/0001-99
2024-04-11,UMA BAÍA,DOCUMENTÁRIO,BRASIL,B1900272800000,321.0,4812.94,CINEMA BRASIL DIGITAL - ESCRITÓRIO DE PLANEJ. EMPR. AUD. LTDA,828.0,68.317.445/0001-33
2024-04-11,EVIDÊNCIAS DO AMOR,FICÇÃO,ESTADOS UNIDOS,E2400069300000,296181.0,6072119.37,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-04-10,SUGA - AGUST D TOUR ‘D-DAY’ THE MOVIE,VÍDEOMUSICAL,CORÉIA DO SUL,E2400085200000,88736.0,3185575.77,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749.0,01.289.530/0001-64
2024-04-04,ARTHUR THE KING,FICÇÃO,ESTADOS UNIDOS,E2400002700000,97067.0,2223199.55,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,22724.0,17.095.184/0001-13
2024-04-04,A MATÉRIA NOTURNA,FICÇÃO,BRASIL,B2100472100000,401.0,4233.7,OLHAR DISTRIBUICAO DE FILMES LTDA,37242.0,28.083.221/0001-90
2024-04-04,DOMINGO À NOITE,FICÇÃO,BRASIL,B2200374800000,1925.0,33462.33,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
2024-04-04,UMA FAMÍLIA FELIZ,FICÇÃO,BRASIL,B2400083700000,41887.0,853185.01,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,12443.0,08.656.129/0001-64
2024-04-04,"SARA, LIA E LÉIA, LICENÇA PARA ENLOUQUECER",FICÇÃO,BRASIL,B2400093600000,367.0,7706.26,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,5467.0,05.933.574/0001-36
2024-04-04,"MORTE, VIDA E SORTE",FICÇÃO,BRASIL,B2300444300000,173.0,3316.91,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",17810.0,12.452.477/0001-97
2024-04-04,THE FIRST OMEN,FICÇÃO,ESTADOS UNIDOS,E2400073000000,349687.0,7068265.37,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18398.0,73.042.962/0001-87
2024-04-04,MUSIC,FICÇÃO,ALEMANHA,E2400093300000,236.0,3226.72,ZETA FILMES LTDA,22936.0,02.469.679/0001-98
2024-04-04,DREAM SCENARIO,FICÇÃO,ESTADOS UNIDOS,E2300529600000,20109.0,507993.07,ANTONIO FERNANDES FILMES LTDA,532.0,02.668.665/0001-01
2024-03-28,MOTHER´S INSTINCT,FICÇÃO,ESTADOS UNIDOS,E2300554400000,54569.0,1398264.76,WMIX DISTRIBUIDORA LTDA.,1935.0,03.918.609/0001-32
2024-03-28,"DONA LURDES, O FILME",FICÇÃO,BRASIL,B2400089500000,36189.0,761823.24,GLOBO COMUNICACAO E PARTICIPACOES S/A,4727.0,27.865.757/0001-02
2024-03-28,GODZILLA X KONG: THE NEW EMPIRE,FICÇÃO,ESTADOS UNIDOS,E2400055800000,2143186.0,43057288.46,WARNER BROS. (SOUTH) INC.,265.0,33.015.827/0001-28
2024-03-28,SOMEDAY WE'LL TELL EACH OTHER EVERYTHING,FICÇÃO,ALEMANHA,E2300372400000,4136.0,89827.14,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,173.0,03.599.148/0001-82
2024-03-28,NADA SERÁ COMO ANTES - A MÚSICA DO CLUBE DA ESQUINA,DOCUMENTÁRIO,BRASIL,B2300166100000,18950.0,210628.76,LIRA FILMES PRODUÇÕES LTDA ME,28406.0,21.054.261/0001-64
2024-03-28,HIGH & LOW - JOHN GALLIANO,DOCUMENTÁRIO,ESTADOS UNIDOS,E2400058100000,554.0,14547.75,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,63.0,67.431.718/0001-03
